B1,B2,B3,B4,B5,B6,B7,vis,white,class
5285,5173,5022,4836,4582,1840,827,15480,11612.666666666666,1
5285,5173,5022,4836,4582,1840,827,15480,11612.666666666666,1
5247,5103,4946,4775,4011,1850,886,15296,15109.555555555555,1
5012,5074,4875,4667,4063,1861,896,14961,6912.666666666667,1
5012,5074,4875,4667,4063,1861,896,14961,6912.666666666667,1
4897,4951,4769,4579,4295,1793,849,14617,5824.88888888889,1
5006,4929,4724,4538,3802,1792,858,14659,14164.22222222222,1
4958,4882,4696,4493,4274,1776,844,14536,12112.88888888889,1
4583,4577,4431,4224,4038,1754,851,13591,4939.555555555556,1
4583,4577,4431,4224,4038,1754,851,13591,4939.555555555556,1
4440,4415,4218,3995,3481,1743,850,13073,9857.555555555555,1
4489,4352,4164,3949,3734,1697,766,13005,17748.666666666668,1
4136,3981,3773,3572,3118,1614,811,11890,22117.55555555555,1
4136,3981,3773,3572,3118,1614,811,11890,22117.55555555555,1
3459,3367,3180,2967,2600,1424,723,10006,13474.88888888889,1
3295,3223,3058,2852,2757,1366,671,9576,9842.0,1
3467,3322,3121,2912,2533,1407,686,9910,20126.888888888887,1
3906,3783,3586,3374,3180,1533,711,11275,17370.888888888887,1
3906,3783,3586,3374,3180,1533,711,11275,17370.888888888887,1
4100,3972,3784,3589,3096,1596,749,11856,16842.666666666668,1
4115,4060,3912,3714,3258,1636,799,12087,7348.666666666667,1
4115,4060,3912,3714,3258,1636,799,12087,7348.666666666667,1
4458,4405,4268,4085,3942,1718,846,13131,6408.666666666667,1
4767,4658,4534,4338,3736,1813,880,13959,9060.666666666666,1
4767,4658,4534,4338,3736,1813,880,13959,9060.666666666666,1
4665,4540,4399,4226,4035,1748,885,13604,11806.888888888889,1
4665,4540,4399,4226,4035,1748,885,13604,11806.888888888889,1
4512,4390,4254,4063,3499,1732,820,13156,11104.88888888889,1
4512,4390,4254,4063,3499,1732,820,13156,11104.88888888889,1
4421,4292,4152,3978,3807,1660,827,12865,12066.888888888889,1
4075,3972,3784,3639,3114,1569,750,11831,14514.888888888889,1
4075,3972,3784,3639,3114,1569,750,11831,14514.888888888889,1
3639,3510,3339,3195,3053,1389,675,10488,15098.0,1
3639,3510,3339,3195,3053,1389,675,10488,15098.0,1
3411,3292,3129,2986,2563,1341,640,9832,13361.555555555555,1
3350,3220,3068,2922,2774,1275,628,9638,13280.88888888889,1
3350,3220,3068,2922,2774,1275,628,9638,13280.88888888889,1
3591,3442,3296,3147,2707,1351,647,10329,14504.666666666666,1
3591,3442,3296,3147,2707,1351,647,10329,14504.666666666666,1
4038,3912,3772,3625,3437,1469,719,11722,11803.555555555557,1
4197,4104,3948,3796,3237,1587,754,12249,10554.0,1
4197,4104,3948,3796,3237,1587,754,12249,10554.0,1
4351,4248,4118,3972,3750,1594,781,12717,9088.666666666666,1
4351,4248,4118,3972,3750,1594,781,12717,9088.666666666666,1
4550,4463,4305,4163,3545,1664,792,13318,10284.22222222222,1
4550,4463,4305,4163,3545,1664,792,13318,10284.22222222222,1
4573,4509,4368,4215,3936,1568,754,13450,7333.555555555556,1
4679,4597,4441,4293,3637,1606,741,13717,9744.888888888889,1
4679,4597,4441,4293,3637,1606,741,13717,9744.888888888889,1
4761,4689,4549,4403,4099,1602,746,13999,7747.555555555556,1
4761,4689,4549,4403,4099,1602,746,13999,7747.555555555556,1
4580,4466,4297,4149,3515,1604,746,13343,13516.22222222222,1
4513,4415,4265,4115,3854,1549,727,13193,10400.888888888889,1
4513,4415,4265,4115,3854,1549,727,13193,10400.888888888889,1
4643,4521,4369,4217,3574,1586,731,13533,12562.666666666666,1
4643,4521,4369,4217,3574,1586,731,13533,12562.666666666666,1
4693,4606,4448,4294,3997,1527,698,13747,10284.22222222222,1
4711,4638,4458,4330,3609,1556,707,13807,11304.22222222222,1
4711,4638,4458,4330,3609,1556,707,13807,11304.22222222222,1
4554,4494,4334,4177,3866,1502,695,13382,8622.222222222223,1
4554,4494,4334,4177,3866,1502,695,13382,8622.222222222223,1
4427,4333,4150,4014,3374,1529,706,12910,13228.222222222224,1
4427,4333,4150,4014,3374,1529,706,12910,13228.222222222224,1
3802,3724,3527,3354,3149,1339,674,11053,13390.888888888889,1
3860,3812,3627,3449,2923,1375,647,11299,10090.888888888889,1
3860,3812,3627,3449,2923,1375,647,11299,10090.888888888889,1
4243,4183,4014,3839,3579,1477,737,12440,9400.222222222223,1
4243,4183,4014,3839,3579,1477,737,12440,9400.222222222223,1
4265,4227,4036,3855,3282,1532,719,12528,10040.666666666666,1
4265,4227,4036,3855,3282,1532,719,12528,10040.666666666666,1
4343,4288,4103,3922,3647,1532,744,12734,10538.888888888889,1
4343,4288,4103,3922,3647,1532,744,12734,10538.888888888889,1
4257,4216,3999,3822,3266,1563,749,12472,12814.888888888889,1
4005,3940,3748,3567,3337,1488,745,11693,11904.22222222222,1
4005,3940,3748,3567,3337,1488,745,11693,11904.22222222222,1
4124,4071,3874,3702,3154,1546,743,12069,11568.666666666666,1
4124,4071,3874,3702,3154,1546,743,12069,11568.666666666666,1
4127,4072,3879,3711,3484,1490,730,12078,11308.666666666666,1
4127,4072,3879,3711,3484,1490,730,12078,11308.666666666666,1
4128,4051,3868,3686,3142,1484,689,12047,11890.888888888889,1
4487,4437,4277,4103,3829,1503,708,13201,8022.222222222223,1
4487,4437,4277,4103,3829,1503,708,13201,8022.222222222223,1
4914,4867,4702,4536,3767,1581,703,14483,8264.222222222223,1
4914,4867,4702,4536,3767,1581,703,14483,8264.222222222223,1
5350,5311,5163,5015,4587,1594,729,15824,6488.222222222223,1
5574,5537,5408,5262,4285,1675,729,16519,5062.88888888889,1
5574,5537,5408,5262,4285,1675,729,16519,5062.88888888889,1
5807,5784,5643,5510,4979,1667,764,17234,5256.222222222223,1
5807,5784,5643,5510,4979,1667,764,17234,5256.222222222223,1
5974,5938,5816,5671,4561,1729,757,17728,4571.555555555556,1
5974,5938,5816,5671,4561,1729,757,17728,4571.555555555556,1
5830,5845,5732,5569,5072,1700,779,17407,2510.888888888889,1
5826,5739,5594,5446,4975,1757,781,17159,9157.555555555557,1
5765,5761,5624,5477,4402,1773,788,17150,4296.222222222223,1
5711,5630,5449,5285,4476,1797,814,16790,11996.22222222222,1
5568,5568,5445,5278,4886,1733,812,16581,3362.0,1
5396,5441,5268,5107,4156,1835,827,16105,5370.88888888889,1
5396,5441,5268,5107,4156,1835,827,16105,5370.88888888889,1
5279,5334,5164,4990,4688,1781,887,15777,5016.666666666667,1
5258,5097,4972,4809,4586,1802,860,15327,13704.666666666666,1
5258,5097,4972,4809,4586,1802,860,15327,13704.666666666666,1
4924,4702,4553,4392,4212,1770,848,14179,23236.222222222223,1
4779,4756,4562,4398,3744,1787,837,14097,9472.666666666666,1
4786,4566,4420,4255,3674,1785,852,13772,22630.222222222223,1
4642,4618,4436,4271,4022,1726,843,13696,8459.555555555557,1
5129,4978,4798,4631,3970,1844,870,14905,18306.888888888887,1
3135,3507,3488,2929,2683,2927,2753,10130,29261.55555555555,1
2341,2690,2514,1816,2124,1901,1606,7545,20300.666666666668,1
2336,2712,2541,1941,2189,2042,1872,7589,23626.88888888889,1
2625,2906,2689,2177,2261,2319,2163,8220,14460.666666666666,1
2425,2804,2630,2091,1981,2298,2005,7859,23993.55555555555,1
2686,2985,2765,2309,2175,2438,2134,8436,16004.666666666666,1
2469,2845,2643,2161,2231,2187,2031,7957,23606.222222222223,1
2199,2483,2200,1711,1657,1617,1420,6882,17860.666666666668,1
2093,2340,2019,1554,1497,1608,1414,6452,18836.22222222222,1
1990,2297,2010,1554,1506,1523,1347,6297,19668.666666666668,1
1811,2054,1733,1287,1253,1195,1013,5598,18686.0,1
1483,1731,1363,871,783,733,616,4577,23480.88888888889,1
1483,1731,1363,871,783,733,616,4577,23480.88888888889,1
1869,2174,1863,1511,1371,1470,1194,5906,21086.888888888887,1
1893,2059,1794,1474,1399,1502,1244,5746,11953.555555555555,1
1868,2116,1850,1548,1562,1508,1270,5834,14731.555555555557,1
2100,2256,2021,1810,1924,1907,1675,6377,9533.555555555555,1
2049,2293,2092,1883,1830,1980,1672,6434,11309.555555555555,1
2064,2191,1953,1754,1721,1859,1533,6208,9454.888888888889,1
1830,1952,1686,1471,1523,1429,1233,5468,11819.555555555557,1
1830,1952,1686,1471,1523,1429,1233,5468,11819.555555555557,1
1317,1390,1119,841,708,665,546,3826,13108.22222222222,1
996,1055,776,491,381,348,261,2827,14413.555555555557,1
996,1055,776,491,381,348,261,2827,14413.555555555557,1
937,1000,715,410,293,266,197,2652,14942.0,1
884,918,646,368,243,246,122,2448,14642.666666666666,1
884,918,646,368,243,246,122,2448,14642.666666666666,1
939,972,703,424,313,265,188,2614,14349.555555555557,1
939,972,703,424,313,265,188,2614,14349.555555555557,1
1223,1296,1052,807,748,673,549,3571,10456.222222222223,1
1129,1242,903,597,454,439,332,3274,19862.88888888889,1
1129,1242,903,597,454,439,332,3274,19862.88888888889,1
1198,1337,996,686,595,541,398,3531,19600.666666666668,1
1198,1337,996,686,595,541,398,3531,19600.666666666668,1
1250,1394,1066,754,622,577,456,3710,18019.55555555556,1
1122,1259,905,596,481,450,324,3286,21241.55555555556,1
1122,1259,905,596,481,450,324,3286,21241.55555555556,1
1106,1202,883,573,440,419,308,3191,17856.222222222223,1
1092,1223,902,594,481,473,340,3217,17366.88888888889,1
1092,1223,902,594,481,473,340,3217,17366.88888888889,1
1052,1196,877,575,446,437,331,3125,17013.55555555556,1
1050,1200,889,587,459,444,312,3139,16126.88888888889,1
1050,1200,889,587,459,444,312,3139,16126.88888888889,1
1052,1218,892,572,449,426,322,3162,17714.666666666668,1
1052,1218,892,572,449,426,322,3162,17714.666666666668,1
1011,1189,877,530,414,393,289,3077,16331.555555555555,1
919,1097,800,468,353,316,238,2816,14894.88888888889,1
919,1097,800,468,353,316,238,2816,14894.88888888889,1
900,1075,801,470,351,342,219,2776,12833.555555555555,1
900,1075,801,470,351,342,219,2776,12833.555555555555,1
956,1092,826,513,408,333,267,2874,11794.666666666666,1
1099,1237,965,672,562,479,321,3301,12331.555555555557,1
1099,1237,965,672,562,479,321,3301,12331.555555555557,1
1181,1302,1013,756,629,515,373,3496,14042.888888888889,1
1250,1344,1062,828,683,557,359,3656,13744.888888888889,1
1250,1344,1062,828,683,557,359,3656,13744.888888888889,1
1314,1364,1069,852,700,533,363,3747,16616.666666666668,1
1359,1400,1110,884,737,559,378,3869,16420.222222222223,1
1466,1498,1232,1016,821,617,354,4196,14059.555555555557,1
4769,4613,4446,4252,3659,1747,858,13828,17394.888888888887,1
1710,1692,1420,1213,1000,682,443,4822,17600.88888888889,1
1710,1692,1420,1213,1000,682,443,4822,17600.88888888889,1
1854,1816,1583,1366,1139,754,395,5253,14352.666666666666,1
1854,1816,1583,1366,1139,754,395,5253,14352.666666666666,1
1694,1682,1415,1208,1002,656,422,4791,16586.0,1
1632,1597,1364,1152,976,668,357,4593,14148.666666666666,1
1632,1597,1364,1152,976,668,357,4593,14148.666666666666,1
1728,1705,1459,1256,1066,693,470,4892,14822.88888888889,1
1728,1705,1459,1256,1066,693,470,4892,14822.88888888889,1
2111,2058,1830,1618,1394,871,448,5999,14861.555555555555,1
2486,2444,2203,1984,1696,1033,599,7133,15548.22222222222,1
2486,2444,2203,1984,1696,1033,599,7133,15548.22222222222,1
2863,2764,2534,2330,2131,1176,578,8161,18993.555555555555,1
2863,2764,2534,2330,2131,1176,578,8161,18993.555555555555,1
3037,2967,2719,2511,2213,1222,686,8723,18614.222222222223,1
3424,3306,3092,2890,2696,1395,674,9822,18882.666666666668,1
3424,3306,3092,2890,2696,1395,674,9822,18882.666666666668,1
3670,3529,3328,3125,2740,1460,779,10527,19694.0,1
3670,3529,3328,3125,2740,1460,779,10527,19694.0,1
3878,3751,3541,3351,3131,1551,734,11170,19310.888888888887,1
4249,4100,3907,3701,3221,1651,845,12256,19601.555555555555,1
4249,4100,3907,3701,3221,1651,845,12256,19601.555555555555,1
4410,4306,4117,3925,3708,1699,769,12833,14709.555555555555,1
4769,4613,4446,4252,3659,1747,858,13828,17394.888888888887,1
5190,5088,4922,4752,4444,1825,808,15200,12198.222222222224,1
5190,5088,4922,4752,4444,1825,808,15200,12198.222222222224,1
5409,5240,5093,4922,4166,1868,895,15742,16669.555555555555,1
5363,5238,5072,4908,4617,1854,827,15673,14206.888888888889,1
5363,5238,5072,4908,4617,1854,827,15673,14206.888888888889,1
5345,5183,5023,4855,4102,1848,881,15551,17280.88888888889,1
5345,5183,5023,4855,4102,1848,881,15551,17280.88888888889,1
5202,5084,4932,4741,4477,1808,795,15218,12214.222222222224,1
5183,5039,4875,4699,3928,1817,860,15097,15832.88888888889,1
5183,5039,4875,4699,3928,1817,860,15097,15832.88888888889,1
4868,4918,4716,4506,3922,1819,871,14502,7378.666666666667,1
4737,4785,4590,4394,4150,1790,849,14112,6882.0,1
4737,4785,4590,4394,4150,1790,849,14112,6882.0,1
4481,4517,4291,4082,3559,1735,861,13289,9830.222222222223,1
4517,4408,4212,4003,3848,1690,815,13137,15924.666666666666,1
4263,4149,3938,3743,3185,1658,816,12350,18126.888888888887,1
3693,3646,3442,3230,2821,1514,770,10781,11869.555555555555,1
3693,3646,3442,3230,2821,1514,770,10781,11869.555555555555,1
3455,3412,3258,3054,2962,1438,720,10125,7152.666666666667,1
3615,3479,3283,3082,2671,1440,729,10377,18570.666666666668,1
3928,3787,3619,3415,3227,1534,705,11334,15954.0,1
3928,3787,3619,3415,3227,1534,705,11334,15954.0,1
3928,3861,3714,3521,3380,1557,754,11503,7988.222222222222,1
4132,4061,3929,3721,3269,1640,798,12122,7074.888888888888,1
4350,4239,4051,3847,3640,1632,751,12640,15229.555555555555,1
4651,4517,4353,4157,3577,1764,823,13521,14850.666666666666,1
4651,4517,4353,4157,3577,1764,823,13521,14850.666666666666,1
4666,4623,4474,4280,3716,1794,866,13763,6768.222222222223,1
4608,4554,4420,4239,4074,1744,842,13582,6246.222222222223,1
4608,4554,4420,4239,4074,1744,842,13582,6246.222222222223,1
4486,4419,4278,4083,3536,1719,820,13183,7514.88888888889,1
4421,4292,4152,3978,3807,1660,827,12865,12066.888888888889,1
4421,4292,4152,3978,3807,1660,827,12865,12066.888888888889,1
4230,4103,3956,3773,3251,1608,773,12289,12534.888888888889,1
4230,4103,3956,3773,3251,1608,773,12289,12534.888888888889,1
3817,3669,3524,3361,3200,1436,721,11010,14308.666666666666,1
3817,3669,3524,3361,3200,1436,721,11010,14308.666666666666,1
3411,3292,3129,2986,2563,1341,640,9832,13361.555555555555,1
3399,3286,3139,2996,2870,1295,626,9824,11330.888888888889,1
3399,3286,3139,2996,2870,1295,626,9824,11330.888888888889,1
3750,3640,3508,3359,2878,1403,660,10898,9787.555555555555,1
3750,3640,3508,3359,2878,1403,660,10898,9787.555555555555,1
4038,3912,3772,3625,3437,1469,719,11722,11803.555555555557,1
4395,4246,4101,3956,3374,1622,774,12742,14406.888888888889,1
4395,4246,4101,3956,3374,1622,774,12742,14406.888888888889,1
4542,4406,4270,4128,3904,1630,812,13218,12330.666666666666,1
4542,4406,4270,4128,3904,1630,812,13218,12330.666666666666,1
4550,4463,4305,4163,3545,1664,792,13318,10284.22222222222,1
4638,4558,4416,4277,3996,1606,776,13612,8427.555555555557,1
4638,4558,4416,4277,3996,1606,776,13612,8427.555555555557,1
4788,4693,4542,4401,3703,1647,761,14023,10260.22222222222,1
4788,4693,4542,4401,3703,1647,761,14023,10260.22222222222,1
4878,4802,4656,4521,4207,1645,777,14336,8486.222222222223,1
4878,4802,4656,4521,4207,1645,777,14336,8486.222222222223,1
4672,4592,4421,4277,3617,1626,753,13685,10960.222222222224,1
4526,4463,4311,4156,3897,1533,723,13300,8144.222222222223,1
4526,4463,4311,4156,3897,1533,723,13300,8144.222222222223,1
4682,4601,4451,4303,3632,1583,734,13734,9158.0,1
4682,4601,4451,4303,3632,1583,734,13734,9158.0,1
4693,4606,4448,4294,3997,1527,698,13747,10284.22222222222,1
4693,4606,4448,4294,3997,1527,698,13747,10284.22222222222,1
4862,4748,4596,4449,3729,1576,704,14206,11872.88888888889,1
4938,4857,4703,4557,4184,1584,716,14498,9500.22222222222,1
4938,4857,4703,4557,4184,1584,716,14498,9500.22222222222,1
4427,4333,4150,4014,3374,1529,706,12910,13228.222222222224,1
4427,4333,4150,4014,3374,1529,706,12910,13228.222222222224,1
4192,4100,3934,3772,3469,1427,685,12226,11398.22222222222,1
4192,4100,3934,3772,3469,1427,685,12226,11398.22222222222,1
4162,4073,3883,3734,3149,1459,685,12118,13540.22222222222,1
4243,4183,4014,3839,3579,1477,737,12440,9400.222222222223,1
4243,4183,4014,3839,3579,1477,737,12440,9400.222222222223,1
4412,4350,4170,4004,3376,1582,749,12932,10534.222222222223,1
4412,4350,4170,4004,3376,1582,749,12932,10534.222222222223,1
4481,4411,4233,4059,3799,1578,797,13125,10898.666666666666,1
4481,4411,4233,4059,3799,1578,797,13125,10898.666666666666,1
4257,4216,3999,3822,3266,1563,749,12472,12814.888888888889,1
4170,4130,3927,3742,3490,1513,744,12227,11317.555555555557,1
4170,4130,3927,3742,3490,1513,744,12227,11317.555555555557,1
4218,4196,3972,3795,3234,1553,747,12386,12352.88888888889,1
4218,4196,3972,3795,3234,1553,747,12386,12352.88888888889,1
4080,4052,3844,3677,3444,1467,688,11976,11082.666666666666,1
4088,4056,3858,3692,3164,1468,680,12002,10347.555555555555,1
4088,4056,3858,3692,3164,1468,680,12002,10347.555555555555,1
4382,4352,4187,4014,3736,1480,707,12921,7350.0,1
4382,4352,4187,4014,3736,1480,707,12921,7350.0,1
4839,4820,4659,4503,3783,1588,716,14318,6520.222222222223,1
4839,4820,4659,4503,3783,1588,716,14318,6520.222222222223,1
5261,5242,5095,4946,4521,1600,715,15598,5502.88888888889,1
5261,5242,5095,4946,4521,1600,715,15598,5502.88888888889,1
5540,5500,5365,5215,4278,1683,746,16405,5605.555555555556,1
5759,5758,5628,5487,4978,1678,760,17145,3784.6666666666665,1
5759,5758,5628,5487,4978,1678,760,17145,3784.6666666666665,1
5974,5938,5816,5671,4561,1729,757,17728,4571.555555555556,1
5974,5938,5816,5671,4561,1729,757,17728,4571.555555555556,1
5969,5952,5809,5675,5120,1691,773,17730,5148.666666666667,1
5969,5952,5809,5675,5120,1691,773,17730,5148.666666666667,1
5848,5800,5668,5530,4487,1749,773,17316,5792.0,1
5568,5568,5445,5278,4886,1733,812,16581,3362.0,1
5568,5568,5445,5278,4886,1733,812,16581,3362.0,1
5453,5436,5275,5129,4203,1816,824,16164,6432.666666666667,1
5453,5436,5275,5129,4203,1816,824,16164,6432.666666666667,1
5469,5375,5180,5015,4312,1839,859,16024,14486.88888888889,1
5335,5218,5043,4894,4597,1801,853,15596,14397.555555555555,1
5119,5152,4961,4805,3950,1847,847,15232,6948.222222222223,1
5129,4978,4798,4631,3970,1844,870,14905,18306.888888888887,1
4958,4986,4799,4630,4385,1759,897,14743,6781.555555555556,1
4922,4754,4611,4461,4265,1766,855,14287,16154.888888888889,1
4810,4816,4612,4466,3697,1802,816,14238,8984.0,1
4829,4663,4482,4327,3728,1801,854,13974,20080.666666666668,1
3135,3507,3488,2929,2683,2927,2753,10130,29261.55555555555,1
2427,2783,2707,1895,1659,1766,1478,7917,23434.666666666668,1
2010,2404,2265,1367,1334,1306,1178,6679,26620.22222222222,1
2010,2404,2265,1367,1334,1306,1178,6679,26620.22222222222,1
2341,2690,2514,1816,2124,1901,1606,7545,20300.666666666668,1
1631,2019,1703,907,1931,839,669,5353,28398.22222222222,1
1631,2019,1703,907,1931,839,669,5353,28398.22222222222,1
1726,2100,1802,1061,1516,978,793,5628,26050.666666666668,1
1726,2100,1802,1061,1516,978,793,5628,26050.666666666668,1
2619,2949,2765,2270,1737,2128,1928,8333,18230.222222222223,1
2023,2367,2064,1533,1343,1475,1110,6454,23536.22222222222,1
1976,2248,1962,1436,1366,1421,1227,6186,17330.666666666668,1
2034,2377,2071,1591,1519,1495,1362,6482,23628.22222222222,1
1918,2191,1850,1399,1297,1281,1101,5959,21714.888888888887,1
1704,2025,1661,1163,998,1067,818,5390,26376.22222222222,1
1371,1686,1297,802,711,667,501,4354,28446.88888888889,1
1469,1689,1353,920,898,850,724,4511,19416.888888888887,1
1418,1667,1325,913,831,837,692,4410,20846.0,1
1362,1559,1238,881,809,777,625,4159,17469.555555555555,1
1323,1450,1130,793,801,714,582,3903,17308.666666666668,1
1214,1378,1063,726,675,637,536,3655,16546.888888888887,1
1858,2055,1850,1650,1764,1650,1407,5763,8988.666666666666,1
1779,1886,1636,1439,1466,1410,1185,5301,10488.666666666666,1
1646,1817,1562,1339,1239,1249,900,5025,11258.0,1
1363,1425,1184,919,811,735,608,3972,10440.666666666666,1
1208,1337,1030,757,665,570,335,3575,15841.555555555555,1
1042,1074,819,535,427,379,266,2935,12864.222222222224,1
919,968,704,427,305,284,218,2591,13146.888888888889,1
902,941,673,404,282,276,163,2516,13976.22222222222,1
902,941,673,404,282,276,163,2516,13976.22222222222,1
1001,1071,806,528,408,385,276,2878,12572.222222222224,1
1001,1071,806,528,408,385,276,2878,12572.222222222224,1
1223,1296,1052,807,748,673,549,3571,10456.222222222223,1
1572,1651,1447,1238,1123,1125,952,4670,7053.555555555555,1
1572,1651,1447,1238,1123,1125,952,4670,7053.555555555555,1
1721,1834,1616,1417,1444,1310,1208,5171,7924.222222222222,1
1721,1834,1616,1417,1444,1310,1208,5171,7924.222222222222,1
1250,1394,1066,754,622,577,456,3710,18019.55555555556,1
1178,1326,994,672,580,541,413,3498,18442.666666666668,1
1178,1326,994,672,580,541,413,3498,18442.666666666668,1
1156,1295,961,651,528,523,390,3412,18766.88888888889,1
1119,1239,922,625,529,490,356,3280,17077.555555555555,1
1119,1239,922,625,529,490,356,3280,17077.555555555555,1
1079,1191,879,576,448,440,329,3149,16654.222222222223,1
1064,1206,899,573,469,439,310,3169,15737.555555555557,1
1064,1206,899,573,469,439,310,3169,15737.555555555557,1
1099,1240,926,589,460,432,314,3265,16489.55555555556,1
1099,1240,926,589,460,432,314,3265,16489.55555555556,1
1011,1189,877,530,414,393,289,3077,16331.555555555555,1
964,1140,842,498,382,342,258,2946,14962.666666666666,1
964,1140,842,498,382,342,258,2946,14962.666666666666,1
916,1080,809,467,334,332,230,2805,12420.666666666666,1
916,1080,809,467,334,332,230,2805,12420.666666666666,1
956,1092,826,513,408,333,267,2874,11794.666666666666,1
1015,1152,889,601,492,439,289,3056,11534.88888888889,1
1015,1152,889,601,492,439,289,3056,11534.88888888889,1
1145,1264,989,737,622,478,364,3398,12680.22222222222,1
1145,1264,989,737,622,478,364,3398,12680.22222222222,1
1190,1285,1017,787,664,534,343,3492,12308.666666666666,1
1359,1400,1110,884,737,559,378,3869,16420.222222222223,1
1359,1400,1110,884,737,559,378,3869,16420.222222222223,1
1460,1496,1225,995,840,626,350,4181,14440.222222222224,1
1627,1615,1346,1124,951,663,410,4588,16829.555555555555,1
1627,1615,1346,1124,951,663,410,4588,16829.555555555555,1
1854,1816,1583,1366,1139,754,395,5253,14352.666666666666,1
1862,1813,1552,1353,1115,715,443,5227,18513.55555555556,1
1862,1813,1552,1353,1115,715,443,5227,18513.55555555556,1
1694,1673,1437,1231,1023,694,355,4804,13576.222222222224,1
1694,1673,1437,1231,1023,694,355,4804,13576.222222222224,1
1728,1705,1459,1256,1066,693,470,4892,14822.88888888889,1
2021,1971,1752,1539,1340,851,487,5744,13646.88888888889,1
2021,1971,1752,1539,1340,851,487,5744,13646.88888888889,1
2473,2421,2185,1971,1669,1024,632,7079,15704.888888888889,1
2473,2421,2185,1971,1669,1024,632,7079,15704.888888888889,1
2899,2800,2590,2375,2168,1210,649,8289,16598.0,1
3037,2967,2719,2511,2213,1222,686,8723,18614.222222222223,1
3037,2967,2719,2511,2213,1222,686,8723,18614.222222222223,1
3241,3130,2911,2715,2514,1316,617,9282,18798.0,1
3241,3130,2911,2715,2514,1316,617,9282,18798.0,1
3432,3344,3108,2907,2558,1376,741,9884,18712.888888888887,1
3432,3344,3108,2907,2558,1376,741,9884,18712.888888888887,1
3878,3751,3541,3351,3131,1551,734,11170,19310.888888888887,1
4054,3905,3711,3520,3092,1613,841,11670,19720.666666666668,1
4054,3905,3711,3520,3092,1613,841,11670,19720.666666666668,1
4195,4056,3868,3681,3464,1640,753,12119,17954.888888888887,1
4195,4056,3868,3681,3464,1640,753,12119,17954.888888888887,1
4520,4368,4199,4007,3500,1687,845,13087,17189.555555555555,1
5100,5014,4843,4668,4378,1811,796,14957,11409.555555555557,1
5100,5014,4843,4668,4378,1811,796,14957,11409.555555555557,1
5338,5184,5031,4856,4145,1843,881,15553,15708.22222222222,1
5338,5184,5031,4856,4145,1843,881,15553,15708.22222222222,1
5326,5220,5059,4897,4608,1846,824,15605,12049.555555555557,1
5345,5183,5023,4855,4102,1848,881,15551,17280.88888888889,1
5345,5183,5023,4855,4102,1848,881,15551,17280.88888888889,1
5287,5160,4991,4825,4534,1825,801,15438,14700.666666666666,1
5300,5109,4960,4784,4054,1831,876,15369,19364.666666666668,1
5300,5109,4960,4784,4054,1831,876,15369,19364.666666666668,1
5115,5022,4831,4633,4370,1793,794,14968,13976.22222222222,1
5115,5022,4831,4633,4370,1793,794,14968,13976.22222222222,1
4947,4784,4615,4431,3746,1797,850,14346,18372.666666666668,1
4613,4457,4296,4086,3914,1684,763,13366,16749.555555555555,1
4613,4457,4296,4086,3914,1684,763,13366,16749.555555555555,1
4218,4237,4040,3841,3636,1668,817,12495,7872.666666666667,1
3970,3971,3755,3546,3084,1609,801,11696,10320.22222222222,1
3970,3971,3755,3546,3084,1609,801,11696,10320.22222222222,1
3820,3688,3490,3298,2818,1518,753,10998,18392.0,1
3820,3688,3490,3298,2818,1518,753,10998,18392.0,1
3726,3692,3516,3308,2918,1539,763,10934,8470.222222222223,1
3920,3897,3752,3559,3430,1556,764,11569,5530.88888888889,1
3920,3897,3752,3559,3430,1556,764,11569,5530.88888888889,1
4172,4150,3981,3777,3302,1646,789,12303,7280.666666666667,1
4381,4239,4083,3885,3671,1635,748,12703,14811.555555555557,1
4418,4352,4231,4037,3882,1699,829,13001,5996.222222222223,1
4682,4612,4490,4284,3739,1792,862,13784,6294.222222222223,1
4682,4612,4490,4284,3739,1792,862,13784,6294.222222222223,1
4701,4645,4515,4323,4128,1752,843,13861,6070.222222222223,1
4824,4665,4497,4308,3682,1788,809,13986,17826.0,1
4486,4419,4278,4083,3536,1719,820,13183,7514.88888888889,1
4660,4519,4341,4150,3930,1709,774,13520,17036.222222222223,1
4389,4326,4188,4011,3851,1664,817,12903,7046.0,1
4288,4216,4065,3878,3341,1629,784,12569,8634.888888888889,1
4288,4216,4065,3878,3341,1629,784,12569,8634.888888888889,1
3817,3669,3524,3361,3200,1436,721,11010,14308.666666666666,1
3556,3425,3290,3122,2696,1369,656,10271,11793.555555555555,1
3556,3425,3290,3122,2696,1369,656,10271,11793.555555555555,1
3548,3425,3294,3131,2978,1331,658,10267,10756.22222222222,1
3548,3425,3294,3131,2978,1331,658,10267,10756.22222222222,1
3750,3640,3508,3359,2878,1403,660,10898,9787.555555555555,1
3918,3796,3689,3520,3031,1465,691,11403,8752.666666666666,1
4288,4172,4047,3905,3711,1545,743,12507,9684.666666666666,1
4542,4446,4295,4149,3532,1668,786,13283,10336.222222222223,1
4542,4446,4295,4149,3532,1668,786,13283,10336.222222222223,1
4689,4571,4445,4304,4075,1687,827,13705,9926.222222222223,1
4689,4571,4445,4304,4075,1687,827,13705,9926.222222222223,1
4727,4578,4427,4286,3637,1703,814,13732,15000.22222222222,1
4727,4578,4427,4286,3637,1703,814,13732,15000.22222222222,1
